# Assembly name:  BIB1401242951.V1
# Organism name:  Bifidobacterium longum subsp. infantis (high GC Gram+)
# Infraspecific name:  strain=BIB1401242951
# Taxid:          1682
# BioSample:      SAMEA2747188
# BioProject:     PRJEB7117
# Submitter:      CHUV-UNIL
# Date:           2014-12-19
# Assembly type:  n/a
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    CCWU01
# Genome coverage: 531x
# GenBank assembly accession: GCA_000825105.1
# RefSeq assembly accession: GCF_000825105.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000825115.1	GCF_000825115.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
CCWU01000025	unplaced-scaffold	na	na	CCWU01000025.1	=	NZ_CCWU01000025.1	Primary Assembly	2023	na
CCWU01000026	unplaced-scaffold	na	na	CCWU01000026.1	=	NZ_CCWU01000026.1	Primary Assembly	3221	na
CCWU01000027	unplaced-scaffold	na	na	CCWU01000027.1	=	NZ_CCWU01000027.1	Primary Assembly	268309	na
CCWU01000028	unplaced-scaffold	na	na	CCWU01000028.1	=	NZ_CCWU01000028.1	Primary Assembly	88359	na
CCWU01000029	unplaced-scaffold	na	na	CCWU01000029.1	=	NZ_CCWU01000029.1	Primary Assembly	1432	na
CCWU01000030	unplaced-scaffold	na	na	CCWU01000030.1	=	NZ_CCWU01000030.1	Primary Assembly	19595	na
CCWU01000031	unplaced-scaffold	na	na	CCWU01000031.1	=	NZ_CCWU01000031.1	Primary Assembly	101918	na
CCWU01000032	unplaced-scaffold	na	na	CCWU01000032.1	=	NZ_CCWU01000032.1	Primary Assembly	92440	na
CCWU01000033	unplaced-scaffold	na	na	CCWU01000033.1	=	NZ_CCWU01000033.1	Primary Assembly	1329	na
CCWU01000034	unplaced-scaffold	na	na	CCWU01000034.1	=	NZ_CCWU01000034.1	Primary Assembly	8988	na
CCWU01000035	unplaced-scaffold	na	na	CCWU01000035.1	=	NZ_CCWU01000035.1	Primary Assembly	1589	na
CCWU01000036	unplaced-scaffold	na	na	CCWU01000036.1	=	NZ_CCWU01000036.1	Primary Assembly	14791	na
CCWU01000037	unplaced-scaffold	na	na	CCWU01000037.1	=	NZ_CCWU01000037.1	Primary Assembly	1586	na
CCWU01000038	unplaced-scaffold	na	na	CCWU01000038.1	=	NZ_CCWU01000038.1	Primary Assembly	83212	na
CCWU01000039	unplaced-scaffold	na	na	CCWU01000039.1	=	NZ_CCWU01000039.1	Primary Assembly	24954	na
CCWU01000040	unplaced-scaffold	na	na	CCWU01000040.1	=	NZ_CCWU01000040.1	Primary Assembly	69741	na
CCWU01000041	unplaced-scaffold	na	na	CCWU01000041.1	=	NZ_CCWU01000041.1	Primary Assembly	23778	na
CCWU01000042	unplaced-scaffold	na	na	CCWU01000042.1	=	NZ_CCWU01000042.1	Primary Assembly	52320	na
CCWU01000043	unplaced-scaffold	na	na	CCWU01000043.1	=	NZ_CCWU01000043.1	Primary Assembly	10536	na
CCWU01000044	unplaced-scaffold	na	na	CCWU01000044.1	=	NZ_CCWU01000044.1	Primary Assembly	1048	na
CCWU01000045	unplaced-scaffold	na	na	CCWU01000045.1	=	NZ_CCWU01000045.1	Primary Assembly	1766	na
CCWU01000046	unplaced-scaffold	na	na	CCWU01000046.1	=	NZ_CCWU01000046.1	Primary Assembly	2200	na
CCWU01000047	unplaced-scaffold	na	na	CCWU01000047.1	=	NZ_CCWU01000047.1	Primary Assembly	109297	na
CCWU01000048	unplaced-scaffold	na	na	CCWU01000048.1	=	NZ_CCWU01000048.1	Primary Assembly	1293	na
CCWU01000049	unplaced-scaffold	na	na	CCWU01000049.1	=	NZ_CCWU01000049.1	Primary Assembly	28383	na
CCWU01000050	unplaced-scaffold	na	na	CCWU01000050.1	=	NZ_CCWU01000050.1	Primary Assembly	11399	na
