,Unnamed: 0,Blon_2331,Blon_2332,Blon_2333,Blon_2334,Blon_2335,Blon_2336,Blon_2337,Blon_2338,Blon_2339,Blon_2340,Blon_2341,Blon_2342,Blon_2343,Blon_2345,Blon_2345.1,Blon_2346,Blon_2347,Blon_2348,Blon_2349,Blon_2350,Blon_2351,Blon_2352,Blon_2353,Blon_2354,Blon_2355,Blon_2356,Blon_2357,Blon_2358,Blon_2359,Blon_2360,Blon_2361
13,infantis_GCF_000825105.1_BIB1401242951.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
14,infantis_GCF_000825085.1_BIC1401212621b.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
15,infantis_GCF_001281305.1_ASM128130v1,-6.635946548066647,-6.641834690646869,-25.328436022934504,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-7.153051622157481,-6.492239828420472,-6.870053402168126,-6.860663661908285,-25.328436022934504,-6.870053402168126,-6.860663661908285,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-25.328436022934504,-25.328436022934504,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
16,infantis_GCF_000825025.1_BIC1307292462.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
17,infantis_GCF_000825005.1_BIC1206122787.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
18,infantis_GCF_002076025.1_Bbif1888B,-6.635946548066647,-6.641834690646869,-25.328436022934504,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-7.153051622157481,-6.492239828420472,-6.870053402168126,-6.860663661908285,-25.328436022934504,-6.870053402168126,-6.860663661908285,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-25.328436022934504,-25.328436022934504,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
19,infantis_GCF_001051015.2_ASM105101v2,-7.3290937210065925,-25.328436022934504,-6.5191472811603965,-8.030084063547564,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504
20,infantis_GCF_001686105.1_ASM168610v1,-6.635946548066647,-6.641834690646869,-25.328436022934504,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-25.328436022934504,-6.870053402168126,-6.860663661908285,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-25.328436022934504,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
21,infantis_GCF_000269965.1_ASM26996v1,-6.635946548066647,-6.641834690646869,-5.2663843175078835,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-25.328436022934504,-6.870053402168126,-6.860663661908285,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
22,infantis_GCF_001870755.1_ASM187075v1,-6.635946548066647,-6.641834690646869,-25.328436022934504,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-7.153051622157481,-6.492239828420472,-5.771441119920016,-5.762051379600178,-6.274762015931939,-5.771441119920016,-5.762051379600178,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-6.282266741546008,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504
